"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Unit","Database","Sex"
"Polygala vulgaris","Polygala vulgaris","Polygala vulgaris","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","gbif","GBIF:3191374","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)","240","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Potentilla reptans","Potentilla reptans","Potentilla reptans","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5367273","seed dispersal (model)","Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)","7","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Ranunculus acris","Ranunculus acris","Ranunculus acris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033363","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)","300","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Selinum carvifolia","Selinum carvifolia","Selinum carvifolia","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371781","seed dispersal (model)","Jongejans & Telenius 2001","Maximum_recorded_dispersal_distance_(m)","2","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Torilis japonica","Torilis japonica","Torilis japonica","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034820","seed dispersal (model)","Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)","15","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Triglochin palustris","Triglochin palustris","Triglochin palustris","Plantae","Tracheophyta","Liliopsida","Alismatales","Juncaginaceae","gbif","GBIF:2865280","seed dispersal (model)","Kivieniemi 1996 in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)","1242","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Abies alba","Abies alba","Abies alba","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685484","seed dispersal (field)","Bouget & Davy de Virville 1926 in Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","7000","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Acer pseudoplatanus","Acer pseudoplatanus","Acer pseudoplatanus","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189870","seed dispersal (field)","Braun-Blanquet 1913 in Müller-Schneider 1986 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","5000","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Achillea erba-rotta subsp. moschata","Achillea erba-rotta","Achillea erba-rotta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9536147","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","1","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Achillea nana","Achillea nana","Achillea nana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8714852","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","4","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Adenostyles leucophylla","Adenostyles leucophylla","Adenostyles leucophylla","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3133716","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","85","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Agrostis rupestris","Agrostis rupestris","Agrostis rupestris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706525","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","1","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Allium ursinum","Allium ursinum","Allium ursinum","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","gbif","GBIF:2857601","seed dispersal (field)","Müller-Schneider 1971 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","4.61","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Alnus viridis","Alnus viridis","Alnus alnobetula","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:8956987","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","70","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Arabis alpina","Arabis alpina","Arabis alpina","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5375020","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","1","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Bromus tectorum","Bromus tectorum","Bromus tectorum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703746","seed dispersal (field)","Mack 1986 in Malcolm et al. 2002 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","6300","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Cardamine amara","Cardamine amara","Cardamine amara","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046044","seed dispersal (field)","Schneider 1935 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","1.4","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Cardamine impatiens","Cardamine impatiens","Cardamine impatiens","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046187","seed dispersal (field)","Schneider 1935 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","2","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Cardamine pratensis","Cardamine pratensis","Cardamine pratensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7972010","seed dispersal (field)","Schneider 1935 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","2.4","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Cardamine resedifolia","Cardamine resedifolia","Cardamine resedifolia","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3045872","seed dispersal (field)","Schneider 1935 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","1.04","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Cerastium arvense","Cerastium arvense","Cerastium arvense","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085433","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","1","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Cerastium pedunculatum","Cerastium pedunculatum","Cerastium pedunculatum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:8293072","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","1","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Chelidonium majus","Chelidonium majus","Chelidonium majus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:5334186","seed dispersal (field)","Senander 1906 in Bonn & Poschold 1998 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","80","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Cirsium spinosissimum","Cirsium spinosissimum","Cirsium spinosissimum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8322056","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","30","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Corylus avellana","Corylus avellana","Corylus avellana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:2875979","seed dispersal (field)","Mattes 1982 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","15000","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Daphne striata","Daphne striata","Daphne striata","Plantae","Tracheophyta","Magnoliopsida","Malvales","Thymelaeaceae","gbif","GBIF:5523875","seed dispersal (field)","Müller-Schneider 1963 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","6.38","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Epilobium fleischeri","Epilobium fleischeri","Chamaenerion fleischeri","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3666407","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","50","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Erigeron acer","Erigeron acer","Erigeron acer","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3147223","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","75","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Erigeron acris subsp. angulosus","Erigeron acris","Erigeron acris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3147080","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","75","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Fagus sylvatica","Fagus sylvatica","Fagus sylvatica","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2882316","seed dispersal (field)","Müller-Schneider 1949 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","32","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Fraxinus excelsior","Fraxinus excelsior","Fraxinus excelsior","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","gbif","GBIF:3172358","seed dispersal (field)","Geiger 1960 in Mülller-Schneider 1986 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","725","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Geranium rotundifolium","Geranium rotundifolium","Geranium rotundifolium","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891031","seed dispersal (field)","Müller-Schneider 1933 in Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","1.8","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Geranium sylvaticum","Geranium sylvaticum","Geranium sylvaticum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891147","seed dispersal (field)","Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","2.7","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Geranium robertianum","Geranium robertianum","Geranium robertianum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2890668","seed dispersal (field)","Ridley 1930 in Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","6","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Geum reptans","Geum reptans","Geum reptans","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5369670","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","4","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Hieracium murorum aggr.","Hieracium murorum","Hieracium murorum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8605056","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","10","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Impatiens parviflora","Impatiens parviflora","Impatiens parviflora","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","gbif","GBIF:2891782","seed dispersal (field)","Schneider 1935 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","3.4","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Juglans regia","Juglans regia","Juglans regia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054368","seed dispersal (field)","Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","200","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Lathyrus vernus","Lathyrus vernus","Lathyrus vernus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5356704","seed dispersal (field)","Müller-Schneider 1986 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","1.5","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Linaria alpina","Linaria alpina","Linaria alpina","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5560037","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","12","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Melica nutans","Melica nutans","Melica nutans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:4118973","seed dispersal (field)","Senander 1906 in Bonn & Poschold 1998 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","70","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Mercurialis perennis","Mercurialis perennis","Mercurialis perennis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3063016","seed dispersal (field)","Ridley 1930 in Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","4","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Oxyria digyna","Oxyria digyna","Oxyria digyna","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2889358","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","1","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Picea abies","Picea abies","Picea abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284884","seed dispersal (field)","Braun-Blanquet 1913 in Müller-Schneider 1986 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","1500","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Pinus sylvestris","Pinus sylvestris","Pinus sylvestris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285637","seed dispersal (field)","Firbas 1935 in Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","2000","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Pinus cembra","Pinus cembra","Pinus cembra","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285134","seed dispersal (field)","Sutter & Ammann 1953 in Müller-Schneider 1986 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","12000","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Poa alpina","Poa alpina","Poa alpina","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704234","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","1","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Poa nemoralis","Poa nemoralis","Poa nemoralis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704300","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","50","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Rhododendron ferrugineum","Rhododendron ferrugineum","Rhododendron ferrugineum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2883073","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","25","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Rubus idaeus","Rubus idaeus","Rubus idaeus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:2993094","seed dispersal (field)","Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","900","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Rumex scutatus","Rumex scutatus","Rumex scutatus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2888961","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","12","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Sagina saginoides","Sagina saginoides","Sagina saginoides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7952995","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","10","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Silene rupestris","Silene rupestris","Silene rupestris","Plantae",NA,"Magnoliopsida","Caryophyllales","Caryophyllaceae","itis","ITIS:823562","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","10","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Solidago virgaurea subsp. alpestris","Solidago virgaurea","Solidago virgaurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:6446462","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","4","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Trifolium badium","Trifolium badium","Trifolium badium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359018","seed dispersal (model)","Stöcklin & Bäumler 1996","Maximum_recorded_dispersal_distance_(m)","10","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Viola odorata","Viola odorata","Viola odorata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331181","seed dispersal (field)","Senander 1906 in Bonn & Poschold 1998 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","70","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Viola arvensis","Viola arvensis","Viola arvensis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331235","seed dispersal (field)","Stapf 1887 in Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","2.4","MaxDispersalDistance","m","Tamme et al. 2014",NA
"Viola canina","Viola canina","Viola canina","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331258","seed dispersal (field)","Ulbrich 1928 in Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","4.7","MaxDispersalDistance","m","Tamme et al. 2014",NA
