"reported_name","Original","Genus","Family","Order","Dispersal_syndrome","Growth_form","Seed_weight_(mg)","Seed_release_height_(m)","Seed_terminal_velocity_(m/s)","Maximum_recorded_dispersal_distance_(m)","99th_percentile_dispersal_distance_(m)","90th_percentile_dispersal_distance_(m)","Mean_dispersal_distance_(m)","Mode_dispersal_distance_(m)","Median_dispersal_distance_(m)","Maximum_dispersal_distance_(m)","Calculated_maximum_dispersal_distance_(m)","Maximum_dispersal_distance_analysis_(m)","Data_type","Region","Reference","genus","species","subspecies","genus_species","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code"
"Epilobium parviflorum",NA,"Epilobium","Onagraceae","Myrtales","wind (special)","herb",0.1,0.8,0.22,NA,69.09,NA,NA,NA,1.8,69.09,NA,69.09,"model","temperate","Soons & Ozinga 2005","Epilobium","parviflorum",NA,"Epilobium parviflorum","Epilobium parviflorum","Epilobium parviflorum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189157"
"Erigeron annuus",NA,"Erigeron","Asteraceae","Asterales","wind (special)","herb",0.05,1,NA,NA,35.43,NA,NA,NA,1.56,35.43,NA,35.43,"model","temperate","Soons & Ozinga 2005","Erigeron","annuus",NA,"Erigeron annuus","Erigeron annuus","Erigeron annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117449"
"Eriophorum angustifolium",NA,"Eriophorum","Cyperaceae","Poales","wind (special)","herb",0.45,0.6,0.46,NA,24.2,NA,NA,NA,1.11,24.2,NA,24.2,"model","temperate","Soons & Ozinga 2005","Eriophorum","angustifolium",NA,"Eriophorum angustifolium","Eriophorum angustifolium","Eriophorum angustifolium","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2730127"
"Eriophorum latifolium",NA,"Eriophorum","Cyperaceae","Poales","wind (special)","herb",0.65,0.6,0.37,NA,3.44,NA,NA,NA,0.44,3.44,NA,3.44,"model","temperate","Soons & Ozinga 2005","Eriophorum","latifolium",NA,"Eriophorum latifolium","Eriophorum latifolium","Eriophorum latifolium","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2730210"
"Eriophorum vaginatum",NA,"Eriophorum","Cyperaceae","Poales","wind (special)","herb",0.78,NA,NA,NA,2.23,NA,NA,NA,0.33,2.23,NA,2.23,"model","temperate","Soons & Ozinga 2005","Eriophorum","vaginatum",NA,"Eriophorum vaginatum","Eriophorum vaginatum","Eriophorum vaginatum","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2730185"
"Erophila verna",NA,"Erophila","Brassicaceae","Brassicales","wind (none)","herb",0.03,0.15,NA,NA,0.14,NA,NA,NA,0.03,0.14,NA,0.14,"model","temperate","Soons & Ozinga 2005","Erophila","verna",NA,"Erophila verna","Erophila verna","Draba verna","Plantae",NA,"Magnoliopsida","Brassicales","Brassicaceae","itis","ITIS:22923"
"Eupatorium cannabinum",NA,"Eupatorium","Asteraceae","Asterales","wind (special)","herb",0.29,1.5,0.42,NA,23.71,NA,NA,NA,1.62,23.71,NA,23.71,"model","temperate","Soons & Ozinga 2005","Eupatorium","cannabinum",NA,"Eupatorium cannabinum","Eupatorium cannabinum","Eupatorium cannabinum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5402943"
"Euphrasia stricta",NA,"Euphrasia","Scrophulariaceae","Lamiales","wind (none)","herb",0.11,0.45,NA,NA,0.29,NA,NA,NA,0.05,0.29,NA,0.29,"model","temperate","Soons & Ozinga 2005","Euphrasia","stricta",NA,"Euphrasia stricta","Euphrasia stricta","Euphrasia stricta","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3171980"
"Fallopia convolvulus",NA,"Fallopia","Polygonaceae","Caryophyllales","wind (none)","herb",6.7,2,2.99,NA,0.22,NA,NA,NA,0.04,0.22,NA,0.22,"model","temperate","Soons & Ozinga 2005","Fallopia","convolvulus",NA,"Fallopia convolvulus","Fallopia convolvulus","Fallopia convolvulus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:6391461"
"Galinsoga parviflora",NA,"Galinsoga","Asteraceae","Asterales","wind (none)","herb",0.22,NA,NA,NA,0.94,NA,NA,NA,0.14,0.94,NA,0.94,"model","temperate","Soons & Ozinga 2005","Galinsoga","parviflora",NA,"Galinsoga parviflora","Galinsoga parviflora","Galinsoga parviflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3132570"
"Galinsoga quadriradiata",NA,"Galinsoga","Asteraceae","Asterales","wind (none)","herb",NA,NA,NA,NA,1.16,NA,NA,NA,0.17,1.16,NA,1.16,"model","temperate","Soons & Ozinga 2005","Galinsoga","quadriradiata",NA,"Galinsoga quadriradiata","Galinsoga quadriradiata","Galinsoga quadriradiata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8298495"
"Gentianella germanica",NA,"Gentianella","Gentianaceae","Gentianales","wind (none)","herb",0.18,0.4,1.96,0.8,NA,NA,NA,NA,NA,0.8,NA,0.8,"field","temperate","Verkaar et al. 1983","Gentianella","germanica",NA,"Gentianella germanica","Gentianella germanica","Gentianella germanica","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","gbif","GBIF:7539382"
"Helichrysum luteoalbum","Gnaphalium luteoalbum","Helichrysum","Asteraceae","Asterales","wind (special)","herb",0.02,0.3,0.24,NA,1.91,NA,NA,NA,0.18,1.91,NA,1.91,"model","temperate","Soons & Ozinga 2005","Helichrysum","luteoalbum",NA,"Helichrysum luteoalbum","Helichrysum luteoalbum","Helichrysum luteoalbum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3131229"
"Helminthotheca echioides","Picris echioides","Helminthotheca","Asteraceae","Asterales","wind (special)","herb",0.84,0.6,0.49,NA,1.47,NA,NA,NA,0.2,1.47,NA,1.47,"model","temperate","Soons & Ozinga 2005","Helminthotheca","echioides",NA,"Helminthotheca echioides","Helminthotheca echioides","Helminthotheca echioides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3141855"
"Hieracium pilosella",NA,"Hieracium","Asteraceae","Asterales","wind (special)","herb",0.2,0.35,0.41,NA,1.71,NA,NA,NA,0.21,1.71,NA,1.71,"model","temperate","Soons & Ozinga 2005","Hieracium","pilosella",NA,"Hieracium pilosella","Hieracium pilosella","Hieracium pilosum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:7569785"
"Hieracium sabaudum",NA,"Hieracium","Asteraceae","Asterales","wind (special)","herb",0.42,1.5,NA,NA,15.7,NA,NA,NA,1.46,15.7,NA,15.7,"model","temperate","Soons & Ozinga 2005","Hieracium","sabaudum",NA,"Hieracium sabaudum","Hieracium sabaudum","Hieracium sabaudum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3136606"
"Hieracium umbellatum",NA,"Hieracium","Asteraceae","Asterales","wind (special)","herb",0.53,1.03,0.63,NA,5.12,NA,NA,NA,0.62,5.12,NA,5.12,"model","temperate","Soons & Ozinga 2005","Hieracium","umbellatum",NA,"Hieracium umbellatum","Hieracium umbellatum","Hieracium umbellatum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3135329"
"Hieracium vulgatum",NA,"Hieracium","Asteraceae","Asterales","wind (special)","herb",0.34,NA,0.71,NA,1.07,NA,NA,NA,0.19,1.07,NA,1.07,"model","temperate","Soons & Ozinga 2005","Hieracium","vulgatum",NA,"Hieracium vulgatum","Hieracium vulgatum","Hieracium vulgatum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:7777868"
"Holcus lanatus",NA,"Holcus","Poaceae","Poales","wind (special)","herb",0.3,1,1.54,340,NA,NA,NA,NA,NA,340,NA,340,"field","temperate","Feekes 1936 in Cain et al. 1998","Holcus","lanatus",NA,"Holcus lanatus","Holcus lanatus","Holcus lanatus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706164"
"Hypericum perforatum",NA,"Hypericum","Hypericaceae","Malpighiales","wind (none)","herb",0.2,0.9,1.92,NA,0.72,NA,NA,NA,0.11,0.72,NA,0.72,"model","temperate","Soons & Ozinga 2005","Hypericum","perforatum",NA,"Hypericum perforatum","Hypericum perforatum","Hypericum perforatum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","gbif","GBIF:3189486"
"Hypericum tetrapterum",NA,"Hypericum","Hypericaceae","Malpighiales","wind (none)","herb",0.05,NA,NA,NA,0.23,NA,NA,NA,0.04,0.23,NA,0.23,"model","temperate","Soons & Ozinga 2005","Hypericum","tetrapterum",NA,"Hypericum tetrapterum","Hypericum tetrapterum","Hypericum tetrapterum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","gbif","GBIF:6436469"
"Hypochaeris maculata",NA,"Hypochaeris","Asteraceae","Asterales","wind (none)","herb",1.78,NA,NA,NA,3.8,NA,NA,NA,0.44,3.8,NA,3.8,"model","temperate","Soons & Ozinga 2005","Hypochaeris","maculata",NA,"Hypochaeris maculata","Hypochaeris maculata","Trommsdorffia maculata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5387328"
"Hypochoeris radicata",NA,"Hypochoeris","Asteraceae","Asterales","wind (special)","herb",0.8,0.6,0.55,1900,NA,NA,NA,NA,NA,1900,NA,1900,"field","temperate","Feekes 1936 in Cain et al. 1998","Hypochoeris","radicata",NA,"Hypochoeris radicata","Hypochoeris radicata","Hypochoeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:7605771"
"Inula britannica",NA,"Inula","Asteraceae","Asterales","wind (special)","herb",0.15,0.6,0.22,NA,19.26,NA,NA,NA,0.89,19.26,NA,19.26,"model","temperate","Soons & Ozinga 2005","Inula","britannica",NA,"Inula britannica","Inula britannica","Inula britannica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:7502456"
"Inula conyzae",NA,"Inula","Asteraceae","Asterales","wind (special)","herb",NA,0.8,NA,NA,15.63,NA,NA,NA,1.08,15.63,NA,15.63,"model","temperate","Soons & Ozinga 2005","Inula","conyzae",NA,"Inula conyzae","Pentanema squarrosum","Pentanema squarrosum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:10998833"
"Jasione montana",NA,"Jasione","Campanulaceae","Asterales","wind (none)","herb",0.07,0.45,1.01,NA,0.67,NA,NA,NA,0.1,0.67,NA,0.67,"model","temperate","Soons & Ozinga 2005","Jasione","montana",NA,"Jasione montana","Jasione montana","Jasione montana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:8366345"
"Juncus bufonius",NA,"Juncus","Juncaceae","Poales","wind (special)","herb",0.02,0.1,NA,100,NA,NA,NA,NA,NA,100,NA,100,"field","temperate","Feekes 1936 in Cain et al. 1998","Juncus","bufonius",NA,"Juncus bufonius","Juncus bufonius","Juncus bufonius","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:6413649"
"Juncus compressus",NA,"Juncus","Juncaceae","Poales","wind (special)","herb",0.01,0.3,1.18,NA,0.42,NA,NA,NA,0.07,0.42,NA,0.42,"model","temperate","Soons & Ozinga 2005","Juncus","compressus",NA,"Juncus compressus","Juncus compressus","Juncus compressus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2701599"
"Juncus effusus",NA,"Juncus","Juncaceae","Poales","wind (special)","herb",0.02,1.5,1.5,NA,2.42,NA,NA,NA,0.36,2.42,NA,2.42,"model","temperate","Soons & Ozinga 2005","Juncus","effusus",NA,"Juncus effusus","Juncus effusus","Juncus effusus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2701311"
"Lactuca serriola",NA,"Lactuca","Asteraceae","Asterales","wind (special)","herb",0.58,1.2,NA,NA,6.81,NA,NA,NA,0.74,6.81,NA,6.81,"model","temperate","Soons & Ozinga 2005","Lactuca","serriola",NA,"Lactuca serriola","Lactuca serriola","Lactuca serriola","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3140490"
"Leontodon autumnalis",NA,"Leontodon","Asteraceae","Asterales","wind (special)","herb",0.7,0.45,0.72,610,NA,NA,NA,NA,NA,610,NA,610,"field","temperate","Feekes 1936 in Cain et al. 1998","Leontodon","autumnalis",NA,"Leontodon autumnalis","Leontodon autumnalis","Leontodon autumnalis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8058115"
"Leontodon hispidus",NA,"Leontodon","Asteraceae","Asterales","wind (special)","herb",1.1,0.6,0.92,NA,0.83,NA,NA,NA,0.13,0.83,NA,0.83,"model","temperate","Soons & Ozinga 2005","Leontodon","hispidus",NA,"Leontodon hispidus","Leontodon hispidus","Leontodon hispidus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3137498"
"Leucanthemum vulgare",NA,"Leucanthemum","Asteraceae","Asterales","wind (none)","herb",0.41,0.5,2.42,NA,0.42,NA,NA,NA,0.08,0.42,NA,0.42,"model","temperate","Soons & Ozinga 2005","Leucanthemum","vulgare",NA,"Leucanthemum vulgare","Leucanthemum vulgare","Leucanthemum vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8848598"
"Linaria vulgaris",NA,"Linaria","Plantaginaceae","Lamiales","wind (special)","herb",0.16,0.75,NA,NA,1.37,NA,NA,NA,0.2,1.37,NA,1.37,"model","temperate","Soons & Ozinga 2005","Linaria","vulgaris",NA,"Linaria vulgaris","Linaria vulgaris","Linaria vulgaris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5415020"
"Linum catharticum",NA,"Linum","Linaceae","Malpighiales","wind (none)","herb",0.15,0.3,1.39,0.63,NA,NA,NA,NA,NA,0.63,NA,0.63,"field","temperate","Verkaar et al. 1983","Linum","catharticum",NA,"Linum catharticum","Linum catharticum","Linum catharticum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","gbif","GBIF:2873865"
"Lunaria annua",NA,"Lunaria","Brassicaceae","Brassicales","wind (special)","herb",16,1,NA,NA,0.33,NA,NA,NA,0.07,0.33,NA,0.33,"model","temperate","Soons & Ozinga 2005","Lunaria","annua",NA,"Lunaria annua","Lunaria annua","Lunaria annua","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5373324"
"Luzula campestris",NA,"Luzula","Juncaceae","Poales","wind (none)","herb",0.6,0.6,3.21,NA,0.07,NA,NA,NA,0.02,0.07,NA,0.07,"model","temperate","Soons & Ozinga 2005","Luzula","campestris",NA,"Luzula campestris","Luzula campestris","Luzula campestris","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2700828"
"Lythrum salicaria",NA,"Lythrum","Lythraceae","Myrtales","wind (none)","herb",0.05,1,NA,NA,1.01,NA,NA,NA,0.17,1.01,NA,1.01,"model","temperate","Soons & Ozinga 2005","Lythrum","salicaria",NA,"Lythrum salicaria","Lythrum salicaria","Lythrum salicaria","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","gbif","GBIF:3188736"
"Matricaria matricarioides","Matricaria discoidea","Matricaria","Asteraceae","Asterales","wind (none)","herb",NA,NA,NA,NA,0.13,NA,NA,NA,0.02,0.13,NA,0.13,"model","temperate","Soons & Ozinga 2005","Matricaria","matricarioides",NA,"Matricaria matricarioides","Matricaria matricarioides","Matricaria discoidea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3103791"
"Melilotus officinalis",NA,"Melilotus","Fabaceae","Fabales","wind (none)","herb",2.7,1,3.33,NA,0.24,NA,NA,NA,0.05,0.24,NA,0.24,"model","temperate","Soons & Ozinga 2005","Melilotus","officinalis",NA,"Melilotus officinalis","Melilotus officinalis","Melilotus officinalis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:8193111"
"Mycelis muralis",NA,"Mycelis","Asteraceae","Asterales","wind (special)","herb",0.31,1.29,0.26,NA,14.33,NA,NA,NA,0.99,14.33,NA,14.33,"model","temperate","Soons & Ozinga 2005","Mycelis","muralis",NA,"Mycelis muralis","Mycelis muralis","Mycelis muralis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3139040"
"Myosotis arvensis",NA,"Myosotis","Boraginaceae","UnplacedEuasteridI","wind (none)","herb",0.5,0.4,NA,NA,0.19,NA,NA,NA,0.03,0.19,NA,0.19,"model","temperate","Soons & Ozinga 2005","Myosotis","arvensis",NA,"Myosotis arvensis","Myosotis arvensis","Myosotis arvensis","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341170"
"Myosotis scorpioides",NA,"Myosotis","Boraginaceae","UnplacedEuasteridI","wind (none)","herb",0.31,0.3,NA,NA,0.12,NA,NA,NA,0.02,0.12,NA,0.12,"model","temperate","Soons & Ozinga 2005","Myosotis","scorpioides",NA,"Myosotis scorpioides","Myosotis scorpioides","Myosotis scorpioides","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341184"
"Narthecium ossifragum",NA,"Narthecium","Nartheciaceae","Liliales","wind (none)","herb",0.1,NA,NA,NA,0.87,NA,NA,NA,0.12,0.87,NA,0.87,"model","temperate","Soons & Ozinga 2005","Narthecium","ossifragum",NA,"Narthecium ossifragum","Narthecium ossifragum","Narthecium ossifragum","Plantae","Tracheophyta","Liliopsida","Dioscoreales","Nartheciaceae","gbif","GBIF:5602614"
"Nepeta cataria",NA,"Nepeta","Lamiaceae","Lamiales","wind (none)","herb",0.55,1,NA,NA,0.31,NA,NA,NA,0.06,0.31,NA,0.31,"model","temperate","Soons & Ozinga 2005","Nepeta","cataria",NA,"Nepeta cataria","Nepeta cataria","Nepeta cataria","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:5341499"
"Odontites vernus",NA,"Odontites","Orobanchaceae","Lamiales","wind (none)","herb",0.15,NA,NA,NA,0.26,NA,NA,NA,0.05,0.26,NA,0.26,"model","temperate","Soons & Ozinga 2005","Odontites","vernus",NA,"Odontites vernus","Odontites vernus","Odontites vernus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:8971475"
"Onopordum acanthium",NA,"Onopordum","Asteraceae","Asterales","wind (special)","herb",8.3,2.5,2.49,NA,0.54,NA,NA,NA,0.1,0.54,NA,0.54,"model","temperate","Soons & Ozinga 2005","Onopordum","acanthium",NA,"Onopordum acanthium","Onopordum acanthium","Onopordum acanthium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3094900"
"Papaver rhoeas",NA,"Papaver","Papaveraceae","Ranunculales","wind (none)","herb",0.2,0.9,NA,NA,0.5,NA,NA,NA,0.1,0.5,NA,0.5,"model","temperate","Soons & Ozinga 2005","Papaver","rhoeas",NA,"Papaver rhoeas","Papaver rhoeas","Papaver rhoeas","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888443"
"Pedicularis palustris",NA,"Pedicularis","Orobanchaceae","Lamiales","wind (none)","herb",0.69,0.5,NA,NA,0.15,NA,NA,NA,0.03,0.15,NA,0.15,"model","temperate","Soons & Ozinga 2005","Pedicularis","palustris",NA,"Pedicularis palustris","Pedicularis palustris","Pedicularis palustris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3171734"
"Phragmites sp.",NA,"Phragmites","Poaceae","Poales","wind (special)","herb",NA,NA,NA,2500,NA,NA,NA,NA,NA,2500,NA,2500,"field","temperate","Feekes 1936 in Cain et al. 1998","Phragmites","sp.",NA,"Phragmites sp.","Phragmites sp.","Phragmites sp.",NA,NA,NA,NA,NA,NA,NA
"Picris angustifolia subsp. angustiolia","Picris hieracioides","Picris","Asteraceae","Asterales","wind (special)","herb",1.18,0.96,0.51,NA,3.54,NA,NA,NA,0.4,3.54,NA,3.54,"model","temperate","Soons & Ozinga 2005","Picris","angustifolia","subsp. angustiolia","Picris angustifolia","Picris angustifolia","Picris angustifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093314"
"Pilosella lactucella","Hieracium lactucella","Pilosella","Asteraceae","Asterales","wind (special)","herb",NA,0.35,NA,NA,0.43,NA,NA,NA,0.07,0.43,NA,0.43,"model","temperate","Soons & Ozinga 2005","Pilosella","lactucella",NA,"Pilosella lactucella","Pilosella lactucella","Pilosella lactucella","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9509071"
"Plantago major",NA,"Plantago","Plantaginaceae","Lamiales","wind (none)","herb",0.2,0.4,2.52,38,NA,NA,NA,NA,NA,38,NA,38,"field","temperate","Feekes 1936 in Cain et al. 1998","Plantago","major",NA,"Plantago major","Plantago major","Plantago major","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3189767"
"Poa annua",NA,"Poa","Poaceae","Poales","wind (none)","herb",0.3,0.3,1.94,180,NA,NA,NA,NA,NA,180,NA,180,"field","temperate","Feekes 1936 in Cain et al. 1998","Poa","annua",NA,"Poa annua","Poa annua","Poa annua","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704179"
"Poa pratensis",NA,"Poa","Poaceae","Poales","wind (none)","herb",0.3,0.9,2.12,25,NA,NA,NA,NA,NA,25,NA,25,"field","temperate","Feekes 1936 in Cain et al. 1998","Poa","pratensis",NA,"Poa pratensis","Poa pratensis","Poa pratensis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704178"
"Potentilla argentea",NA,"Potentilla","Rosaceae","Rosales","wind (none)","herb",0.08,0.28,2.43,NA,0.3,NA,NA,NA,0.06,0.3,NA,0.3,"model","temperate","Soons & Ozinga 2005","Potentilla","argentea",NA,"Potentilla argentea","Potentilla argentea","Potentilla argentea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:8011540"
"Potentilla erecta",NA,"Potentilla","Rosaceae","Rosales","wind (none)","herb",0.4,0.5,1.04,NA,0.19,NA,NA,NA,0.04,0.19,NA,0.19,"model","temperate","Soons & Ozinga 2005","Potentilla","erecta",NA,"Potentilla erecta","Potentilla erecta","Potentilla erecta","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5365576"
"Potentilla verna",NA,"Potentilla","Rosaceae","Rosales","wind (none)","herb",0.17,NA,NA,NA,0.05,NA,NA,NA,0.01,0.05,NA,0.05,"model","temperate","Soons & Ozinga 2005","Potentilla","verna",NA,"Potentilla verna","Potentilla verna","Potentilla verna","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:8182596"
"Primula elatior",NA,"Primula","Primulaceae","Ericales","wind (none)","herb",0.85,0.2,3.05,NA,0.12,NA,NA,NA,0.03,0.12,NA,0.12,"model","temperate","Soons & Ozinga 2005","Primula","elatior",NA,"Primula elatior","Primula elatior","Primula elatior","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:5414326"
"Primula veris",NA,"Primula","Primulaceae","Ericales","wind (none)","herb",0.83,0.3,3.16,NA,0.12,NA,NA,NA,0.03,0.12,NA,0.12,"model","temperate","Soons & Ozinga 2005","Primula","veris",NA,"Primula veris","Primula veris","Primula veris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:8377689"
