"reported_name","reported_name_fixed","scientificName","scientificName_checked","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Unit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm"
"Liquidambar styraciflua","Liquidambar styraciflua","Liquidambar styraciflua","Liquidambar styraciflua","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Altingiaceae","gbif","GBIF:3152824","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",61,"MeanDispersalDistance","m","TRY database",NA,"Plants","Mean","seed dispersal",0.061
"Liquidambar styraciflua","Liquidambar styraciflua","Liquidambar styraciflua","Liquidambar styraciflua","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Altingiaceae","gbif","GBIF:3152824","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMax",183,"MaxDispersalDistance","m","TRY database",NA,"Plants","Max","seed dispersal",0.183
"Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","gbif","GBIF:3152861","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin",30,"MeanDispersalDistance","m","TRY database",NA,"Plants","Mean","seed dispersal",0.03
"Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","gbif","GBIF:3152861","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",60,"MeanDispersalDistance","m","TRY database",NA,"Plants","Mean","seed dispersal",0.06
"Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","gbif","GBIF:3152861","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMin",183,"MaxDispersalDistance","m","TRY database",NA,"Plants","Max","seed dispersal",0.183
"Picea glauca","Picea glauca","Picea glauca","Picea glauca","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284745","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",300,"MeanDispersalDistance","m","TRY database",NA,"Plants","Mean","seed dispersal",0.3
"Picea mariana","Picea mariana","Picea mariana","Picea mariana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284802","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",79,"MeanDispersalDistance","m","TRY database",NA,"Plants","Mean","seed dispersal",0.079
"Pinus elliottii","Pinus elliottii","Pinus elliottii","Pinus elliottii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285777","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",46,"MeanDispersalDistance","m","TRY database",NA,"Plants","Mean","seed dispersal",0.046
"Pinus palustris","Pinus palustris","Pinus palustris","Pinus palustris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285816","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",20,"MeanDispersalDistance","m","TRY database",NA,"Plants","Mean","seed dispersal",0.02
"Pseudotsuga menziesii","Pseudotsuga menziesii","Pseudotsuga menziesii","Pseudotsuga menziesii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685796","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",100,"MeanDispersalDistance","m","TRY database",NA,"Plants","Mean","seed dispersal",0.1
"Pseudotsuga menziesii","Pseudotsuga menziesii","Pseudotsuga menziesii","Pseudotsuga menziesii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685796","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMin",1000,"MaxDispersalDistance","m","TRY database",NA,"Plants","Max","seed dispersal",1
"Pseudotsuga menziesii","Pseudotsuga menziesii","Pseudotsuga menziesii","Pseudotsuga menziesii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685796","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean",2000,"MaxDispersalDistance","m","TRY database",NA,"Plants","Max","seed dispersal",2
"Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea cinerea","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:9797180","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",7.8,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",7.8
"Cygnus olor","Cygnus olor","Cygnus olor","Cygnus olor","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498343","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",18,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",18
"Branta canadensis","Branta canadensis","Branta canadensis","Branta canadensis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:5232437","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",8.9,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",8.9
"Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9761484","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",18.6,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",18.6
"Accipiter nisus","Accipiter nisus","Accipiter nisus","Accipiter nisus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480637","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",17.3,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",17.3
"Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9616058","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",14.8,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",14.8
"Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:5228199","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",4.9,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",4.9
"Fulica atra","Fulica atra","Fulica atra","Fulica atra","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:2474377","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",20.5,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",20.5
"Larus ridibundus","Larus ridibundus","Chroicocephalus ridibundus","Chroicocephalus ridibundus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:6065824","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",44.5,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",44.5
"Larus canus","Larus canus","Larus canus","Larus canus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:7982160","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",16.6,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",16.6
"Larus fuscus","Larus fuscus","Larus fuscus","Larus fuscus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481174","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",38.2,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",38.2
"Columba oenas","Columba oenas","Columba oenas","Columba oenas","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495471","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",5.6,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",5.6
"Columba palumbus","Columba palumbus","Columba palumbus","Columba palumbus","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495455","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",10.9,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",10.9
"Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495696","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",4.1,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",4.1
"Streptopelia turtur","Streptopelia turtur","Streptopelia turtur","Streptopelia turtur","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495708","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",3.8,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",3.8
"Tyto alba","Tyto alba","Tyto alba","Tyto alba","Animalia","Chordata","Aves","Strigiformes","Tytonidae","gbif","GBIF:2497921","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",16.9,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",16.9
"Strix aluco","Strix aluco","Strix aluco","Strix aluco","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:9282206","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",3.1,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",3.1
"Asio otus","Asio otus","Asio otus","Asio otus","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497306","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",4.8,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",4.8
"Apus apus","Apus apus","Apus apus","Apus apus","Animalia","Chordata","Aves","Apodiformes","Apodidae","gbif","GBIF:5228676","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",10.8,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",10.8
"Alcedo atthis","Alcedo atthis","Alcedo atthis","Alcedo atthis","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","gbif","GBIF:2475532","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",9.5,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",9.5
"Picus viridis","Picus viridis","Picus viridis","Picus viridis","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2478523","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",1.7,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",1.7
"Dendrocopos major","Dendrocopos major","Dendrocopos major","Dendrocopos major","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2477968","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",3.7,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",3.7
"Alauda arvensis","Alauda arvensis","Alauda arvensis","Alauda arvensis","Animalia","Chordata","Aves","Passeriformes","Alaudidae","gbif","GBIF:8077224","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",0.7,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",0.7
"Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489160","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",7.7,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",7.7
"Hirundo rustica","Hirundo rustica","Hirundo rustica","Hirundo rustica","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:9515886","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",4.8,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",4.8
"Delichon urbica","Delichon urbica","Delichon urbicum","Delichon urbicum","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489214","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",4.2,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",4.2
"Motacilla flava","Motacilla flava","Motacilla flava","Motacilla flava","Animalia","Chordata","Aves","Passeriformes","Motacillidae","gbif","GBIF:9701857","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",3,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",3
"Motacilla alba","Motacilla alba","Motacilla alba","Motacilla alba","Animalia","Chordata","Aves","Passeriformes","Motacillidae","gbif","GBIF:9687165","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",8,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",8
"Cinclus cinclus","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus","Animalia","Chordata","Aves","Passeriformes","Cinclidae","gbif","GBIF:2495093","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",1.2,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",1.2
"Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231438","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",6.5,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",6.5
"Prunella modularis","Prunella modularis","Prunella modularis","Prunella modularis","Animalia","Chordata","Aves","Passeriformes","Prunellidae","gbif","GBIF:5231763","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",1.4,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",1.4
"Erithacus rubecula","Erithacus rubecula","Erithacus rubecula","Erithacus rubecula","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:2492462","breeding dispersal",NA,"ArithmeticMeanBreedingDispersal",8,"MeanDispersalDistance","km","Paradis et al. 2002",NA,"Aves","Mean","breeding dispersal",8
